Month,Year,ItemName,Price,District
6,2017,6,1122.5841,13
7,2017,6,867.2451,13
8,2017,6,873.822,13
9,2017,6,911.892,13
10,2017,6,810.426,13
11,2017,6,724.692,13
12,2017,6,689.4301,13
1,2018,6,699.353,13
2,2018,6,696.788,13
3,2018,6,694.679,13
4,2018,6,663.59,13
5,2018,6,645.817,13
6,2018,6,662.022,13
7,2018,6,495.064,13
8,2018,6,400.678,13
9,2018,6,551.915,13
10,2018,6,618.3701,13
11,2018,6,576.117,13
12,2018,6,576.226,13
1,2019,6,695.9,13
2,2019,6,772.9221,13
3,2019,6,743.075,13
4,2019,6,1024.1591,13
5,2019,6,1099.1071,13
6,2019,6,1077.4701,13
7,2019,6,1101.0221,13
8,2019,6,813.524,13
9,2019,6,700.393,13
10,2019,6,961.2341,13
11,2019,6,1053.484,13
12,2019,6,1108.573,13
1,2010,5,700,13
2,2010,5,709.09,13
3,2010,5,521.43,13
4,2010,5,483.33,13
5,2010,5,462.5,13
6,2010,5,369.23,13
7,2010,5,300,13
8,2010,5,333.33,13
9,2010,5,283.33,13
10,2010,5,300,13
11,2010,5,400,13
12,2010,5,431.82,13
1,2011,5,450,13
2,2011,5,600,13
3,2011,5,750,13
4,2011,5,700,13
5,2011,5,950,13
8,2011,5,750,13
9,2011,5,650,13
10,2011,5,700,13
11,2011,5,750,13
12,2011,5,650,13
1,2012,5,540,13
2,2012,5,560,13
4,2012,5,820,13
5,2012,5,1050,13
6,2012,5,950,13
7,2012,5,1200,13
8,2012,5,650,13
9,2012,5,460,13
10,2012,5,600,13
11,2012,5,700,13
12,2012,5,700,13
1,2013,5,700,13
2,2013,5,800,13
3,2013,5,900,13
4,2013,5,800,13
5,2013,5,700,13
6,2013,5,700,13
7,2013,5,750,13
8,2013,5,650,13
9,2013,5,750,13
10,2013,5,800,13
11,2013,5,850,13
12,2013,5,750,13
1,2014,5,750,13
2,2014,5,750,13
3,2014,5,800,13
4,2014,5,800,13
5,2014,5,900,13
6,2014,5,900,13
7,2014,5,750,13
8,2014,5,600,13
9,2014,5,600,13
10,2014,5,600,13
11,2014,5,500,13
12,2014,5,500,13
1,2015,5,600,13
2,2015,5,600,13
3,2015,5,650,13
4,2015,5,850,13
5,2015,5,950,13
6,2015,5,850,13
7,2015,5,900,13
8,2015,5,650,13
9,2015,5,750,13
10,2015,5,850,13
11,2015,5,900,13
12,2015,5,850,13
1,2016,5,750,13
2,2016,5,850,13
3,2016,5,975,13
4,2016,5,1000,13
5,2016,5,1000,13
6,2016,5,1000,13
7,2016,5,1200,13
10,2016,5,1000,13
11,2016,5,1200,13
12,2016,5,1200,13
1,2017,5,1225,13
2,2017,5,1300,13
3,2017,5,1400,13
4,2017,5,1500,13
5,2017,5,1500,13
6,2017,5,1450,13
7,2017,5,1187.5,13
8,2017,5,1000,13
9,2017,5,1000,13
10,2017,5,1000,13
6,2018,5,800,13
7,2018,5,650,13
8,2018,5,520,13
9,2018,5,600,13
10,2018,5,600,13
11,2018,5,700,13
4,2011,14,480,13
5,2011,14,700,13
6,2011,14,700,13
7,2011,14,808,13
8,2011,14,908,13
9,2011,14,800,13
10,2011,14,860,13
11,2011,14,867,13
12,2011,14,800,13
1,2012,14,496,13
2,2012,14,550,13
3,2012,14,600,13
4,2012,14,672,13
5,2012,14,733,13
6,2012,14,700,13
7,2012,14,825,13
8,2012,14,850,13
9,2012,14,725,13
10,2012,14,708,13
11,2012,14,775,13
12,2012,14,600,13
1,2013,14,600,13
2,2013,14,600,13
3,2013,14,600,13
4,2013,14,511,13
5,2013,14,427.5,13
6,2013,14,600,13
7,2013,14,526.6,13
8,2013,14,600,13
9,2013,14,533.5,13
10,2013,14,640,13
11,2013,14,792,13
12,2013,14,700,13
1,2014,14,700,13
2,2014,14,650,13
3,2014,14,592,13
4,2014,14,650,13
5,2014,14,688,13
6,2014,14,700,13
7,2014,14,720,13
8,2014,14,816.6667,13
9,2014,14,762.5,13
10,2014,14,700,13
11,2014,14,700,13
12,2014,14,650,13
1,2015,14,675,13
2,2015,14,550,13
3,2015,14,600,13
4,2015,14,800,13
5,2015,14,800,13
6,2015,14,833,13
7,2015,14,950,13
8,2015,14,700,13
9,2015,14,800,13
10,2015,14,600,13
11,2015,14,867,13
12,2015,14,900,13
1,2016,14,800,13
2,2016,14,975,13
3,2016,14,950,13
4,2016,14,1000,13
5,2016,14,900,13
6,2016,14,1000,13
7,2016,14,1200,13
8,2016,14,1000,13
9,2016,14,1133,13
11,2016,14,1200,13
12,2016,14,1250,13
1,2017,14,1200,13
2,2017,14,1200,13
3,2017,14,1233,13
4,2017,14,1550,13
5,2017,14,1767,13
8,2017,14,1100,13
9,2017,14,1100,13
11,2017,14,867,13
12,2017,14,1000,13
1,2018,14,1000,13
2,2018,14,1000,13
3,2018,14,1000,13
4,2018,14,900,13
5,2018,14,600,13
6,2018,14,500,13
10,2018,14,867,13
11,2018,14,683,13
1,2019,14,675,13
2,2019,14,767,13
3,2019,14,800,13
4,2019,14,1100,13
5,2019,14,1250,13
6,2019,14,1300,13
7,2019,14,1275,13
8,2019,14,1266.6667,13
9,2019,14,1400,13
10,2019,14,1000,13
11,2019,14,950.25,13
12,2019,14,966.6667,13
4,2011,7,733.3333,13
5,2011,7,950,13
6,2011,7,1000,13
7,2011,7,1333,13
8,2011,7,1050,13
9,2011,7,700,13
10,2011,7,685,13
11,2011,7,747,13
12,2011,7,733,13
1,2012,7,600,13
2,2012,7,625,13
3,2012,7,650,13
4,2012,7,833,13
5,2012,7,1067,13
6,2012,7,950,13
7,2012,7,1150,13
8,2012,7,825,13
9,2012,7,500,13
10,2012,7,561,13
11,2012,7,683,13
12,2012,7,717,13
1,2013,7,650,13
2,2013,7,650,13
3,2013,7,900,13
4,2013,7,804.25,13
5,2013,7,700,13
6,2013,7,900,13
7,2013,7,753.2,13
8,2013,7,650,13
9,2013,7,700,13
10,2013,7,787,13
11,2013,7,834,13
12,2013,7,800,13
1,2014,7,733,13
2,2014,7,750,13
3,2014,7,796,13
4,2014,7,830,13
5,2014,7,888,13
6,2014,7,900,13
7,2014,7,800,13
8,2014,7,600,13
9,2014,7,600,13
10,2014,7,588,13
11,2014,7,487.5,13
12,2014,7,500,13
1,2015,7,550,13
2,2015,7,600,13
3,2015,7,650,13
4,2015,7,550,13
5,2015,7,1000,13
6,2015,7,933,13
7,2015,7,988,13
8,2015,7,1000,13
9,2015,7,825,13
10,2015,7,700,13
11,2015,7,1000,13
12,2015,7,900,13
1,2016,7,850,13
2,2016,7,1000,13
3,2016,7,1000,13
4,2016,7,1000,13
5,2016,7,825,13
6,2016,7,1025,13
7,2016,7,1033,13
8,2016,7,1000,13
9,2016,7,1000,13
11,2016,7,1100,13
12,2016,7,1200,13
1,2017,7,1200,13
2,2017,7,1300,13
3,2017,7,1400,13
4,2017,7,1775,13
5,2017,7,2000,13
8,2017,7,1133,13
9,2017,7,1200,13
11,2017,7,733,13
12,2017,7,900,13
1,2018,7,1000,13
2,2018,7,1000,13
3,2018,7,900,13
4,2018,7,800,13
5,2018,7,800,13
6,2018,7,800,13
10,2018,7,600,13
11,2018,7,483,13
1,2019,7,575,13
2,2019,7,733,13
3,2019,7,950,13
4,2019,7,1350,13
5,2019,7,1550,13
6,2019,7,1600,13
7,2019,7,1525,13
8,2019,7,1533.3333,13
9,2019,7,1366.6667,13
10,2019,7,1200,13
11,2019,7,1200,13
12,2019,7,1200,13
4,2011,9,850,13
5,2011,9,1133.3333,13
6,2011,9,1000,13
7,2011,9,1100,13
8,2011,9,1211,13
9,2011,9,1000,13
10,2011,9,1057,13
11,2011,9,1127,13
12,2011,9,1167,13
1,2012,9,1200,13
2,2012,9,1250,13
3,2012,9,1300,13
4,2012,9,1375,13
5,2012,9,1700,13
6,2012,9,1750,13
7,2012,9,1900,13
8,2012,9,1525,13
9,2012,9,913,13
10,2012,9,1135,13
11,2012,9,1200,13
12,2012,9,1200,13
1,2013,9,1200,13
2,2013,9,1200,13
3,2013,9,1116.6,13
4,2013,9,1450,13
5,2013,9,1296.8,13
6,2013,9,1116.6,13
7,2013,9,1273.4,13
8,2013,9,1266.75,13
9,2013,9,1417,13
10,2013,9,1407,13
11,2013,9,1400,13
12,2013,9,1400,13
1,2014,9,1511,13
2,2014,9,1500,13
3,2014,9,1425,13
4,2014,9,1590,13
5,2014,9,1663,13
6,2014,9,1600,13
7,2014,9,1450,13
8,2014,9,1325,13
9,2014,9,1425,13
10,2014,9,1275,13
11,2014,9,1212.5,13
12,2014,9,1200,13
1,2015,9,1250,13
2,2015,9,1350,13
3,2015,9,1200,13
4,2015,9,1400,13
5,2015,9,1500,13
6,2015,9,1433,13
7,2015,9,1325,13
8,2015,9,1225,13
9,2015,9,1175,13
10,2015,9,1500,13
11,2015,9,1400,13
12,2015,9,1200,13
1,2016,9,1275,13
2,2016,9,1225,13
3,2016,9,1200,13
4,2016,9,1300,13
5,2016,9,1400,13
6,2016,9,1300,13
7,2016,9,1400,13
8,2016,9,1600,13
9,2016,9,1467,13
11,2016,9,1675,13
12,2016,9,1975,13
1,2017,9,2333,13
2,2017,9,2300,13
3,2017,9,2400,13
4,2017,9,2800,13
5,2017,9,3333,13
8,2017,9,1867,13
9,2017,9,2000,13
11,2017,9,1933,13
12,2017,9,2000,13
1,2018,9,2000,13
2,2018,9,2000,13
3,2018,9,2000,13
4,2018,9,2000,13
5,2018,9,2200,13
6,2018,9,2500,13
10,2018,9,1433,13
11,2018,9,1400,13
1,2019,9,1350,13
2,2019,9,1300,13
3,2019,9,1400,13
4,2019,9,1700,13
5,2019,9,1450,13
6,2019,9,1500,13
7,2019,9,1450,13
8,2019,9,1433.3333,13
9,2019,9,1466.6667,13
10,2019,9,1400,13
11,2019,9,1425,13
12,2019,9,1400,13
1,2010,4,776.92,13
2,2010,4,681.82,13
3,2010,4,792.86,13
4,2010,4,833.33,13
5,2010,4,800,13
6,2010,4,800,13
7,2010,4,276.92,13
8,2010,4,579.17,13
9,2010,4,766.67,13
10,2010,4,681.82,13
11,2010,4,500,13
12,2010,4,500,13
1,2011,4,500,13
2,2011,4,500,13
3,2011,4,500,13
4,2011,4,780,13
5,2011,4,1120,13
8,2011,4,690,13
9,2011,4,640,13
10,2011,4,880,13
11,2011,4,1130,13
12,2011,4,1210,13
1,2012,4,1090,13
2,2012,4,900,13
3,2012,4,810,13
4,2012,4,810,13
5,2012,4,1000,13
6,2012,4,1000,13
7,2012,4,1000,13
8,2012,4,910,13
9,2012,4,800,13
10,2012,4,810,13
11,2012,4,970,13
12,2012,4,990,13
1,2013,4,990,13
2,2013,4,1030,13
3,2013,4,1000,13
4,2013,4,1000,13
5,2013,4,1000,13
6,2013,4,990,13
7,2013,4,1000,13
8,2013,4,1000,13
9,2013,4,1000,13
10,2013,4,1000,13
11,2013,4,1000,13
12,2013,4,1000,13
1,2014,4,1000,13
2,2014,4,1000,13
3,2014,4,1010,13
4,2014,4,1070,13
5,2014,4,1130,13
6,2014,4,1190,13
7,2014,4,1200,13
8,2014,4,1200,13
9,2014,4,1250,13
10,2014,4,1270,13
11,2014,4,1390,13
12,2014,4,1520,13
1,2015,4,1600,13
2,2015,4,1540,13
3,2015,4,1540,13
4,2015,4,1520,13
5,2015,4,1490,13
6,2015,4,1430,13
7,2015,4,1370,13
8,2015,4,1400,13
9,2015,4,1440,13
10,2015,4,1370,13
11,2015,4,1500,13
12,2015,4,1540,13
1,2016,4,1600,13
2,2016,4,1600,13
3,2016,4,1650,13
4,2016,4,1862.5,13
5,2016,4,2210,13
6,2016,4,2300,13
7,2016,4,2300,13
10,2016,4,2000,13
11,2016,4,2200,13
12,2016,4,2390,13
1,2017,4,2400,13
2,2017,4,2350,13
3,2017,4,2333.3301,13
4,2017,4,2200,13
5,2017,4,2212.5,13
6,2017,4,2112.5,13
7,2017,4,1950,13
8,2017,4,1787.5,13
9,2017,4,1850,13
10,2017,4,2000,13
6,2018,4,2250,13
7,2018,4,2175,13
8,2018,4,1790,13
9,2018,4,1800,13
10,2018,4,1633.33,13
11,2018,4,1475,13
1,2010,3,925,13
2,2010,3,840,13
3,2010,3,900,13
4,2010,3,950,13
5,2010,3,1000,13
6,2010,3,1000,13
7,2010,3,1800,13
8,2010,3,562.5,13
9,2010,3,900,13
10,2010,3,833.3333,13
11,2010,3,750,13
12,2010,3,700,13
1,2011,3,700,13
2,2011,3,700,13
3,2011,3,700,13
4,2011,3,900,13
5,2011,3,1100,13
6,2011,3,1000,13
7,2011,3,925,13
8,2011,3,938,13
9,2011,3,1000,13
10,2011,3,948,13
11,2011,3,1200,13
12,2011,3,1333,13
1,2012,3,1313,13
2,2012,3,1034,13
3,2012,3,984,13
4,2012,3,883,13
5,2012,3,1200,13
6,2012,3,1200,13
7,2012,3,1188,13
8,2012,3,1200,13
9,2012,3,975,13
10,2012,3,937,13
11,2012,3,1167,13
12,2012,3,1100,13
1,2013,3,1200,13
2,2013,3,1200,13
3,2013,3,1200,13
4,2013,3,1200,13
5,2013,3,1200,13
6,2013,3,1200,13
7,2013,3,1200,13
8,2013,3,1200,13
9,2013,3,1200,13
10,2013,3,1200,13
11,2013,3,1200,13
12,2013,3,1200,13
1,2014,3,1200,13
2,2014,3,1200,13
3,2014,3,1225,13
4,2014,3,1200,13
5,2014,3,1238,13
6,2014,3,1350,13
7,2014,3,1390,13
8,2014,3,1400,13
9,2014,3,1425,13
10,2014,3,1463,13
11,2014,3,1525,13
12,2014,3,1625,13
1,2015,3,1500,13
2,2015,3,1250,13
3,2015,3,700,13
4,2015,3,1500,13
5,2015,3,1150,13
6,2015,3,1000,13
7,2015,3,1000,13
8,2015,3,1000,13
9,2015,3,1075,13
10,2015,3,1500,13
11,2015,3,1333,13
12,2015,3,1500,13
1,2016,3,1425,13
2,2016,3,1750,13
3,2016,3,1500,13
4,2016,3,1450,13
5,2016,3,1500,13
6,2016,3,2000,13
7,2016,3,1500,13
8,2016,3,1500,13
9,2016,3,1567,13
10,2016,3,2400,13
11,2016,3,1525,13
12,2016,3,1500,13
1,2017,3,1500,13
2,2017,3,2000,13
3,2017,3,2000,13
4,2017,3,2250,13
5,2017,3,2767,13
6,2017,3,2387.5,13
7,2017,3,2250,13
8,2017,3,2000,13
9,2017,3,1600,13
10,2017,3,2300,13
11,2017,3,1500,13
12,2017,3,2000,13
1,2018,3,2500,13
2,2018,3,2000,13
3,2018,3,2000,13
4,2018,3,2000,13
5,2018,3,2500,13
6,2018,3,2200,13
7,2018,3,2425,13
8,2018,3,2030,13
9,2018,3,2000,13
10,2018,3,1300,13
11,2018,3,1233,13
1,2019,3,1250,13
2,2019,3,1350,13
3,2019,3,1400,13
4,2019,3,1200,13
5,2019,3,1500,13
6,2019,3,1500,13
7,2019,3,1500,13
8,2019,3,1500,13
9,2019,3,1000,13
10,2019,3,3000,13
11,2019,3,1275,13
12,2019,3,1500,13
1,2010,8,1725,13
2,2010,8,1750,13
3,2010,8,1750,13
4,2010,8,1625,13
5,2010,8,1587.5,13
6,2010,8,1450,13
7,2010,8,933.3333,13
8,2010,8,800,13
9,2010,8,800,13
10,2010,8,800,13
11,2010,8,800,13
12,2010,8,800,13
1,2011,8,900,13
2,2011,8,900,13
3,2011,8,1500,13
4,2011,8,1633.3333,13
5,2011,8,1750,13
6,2011,8,1700,13
7,2011,8,1950,13
8,2011,8,1654,13
9,2011,8,1600,13
10,2011,8,1306,13
11,2011,8,1392,13
12,2011,8,1400,13
1,2012,8,1400,13
2,2012,8,1400,13
3,2012,8,1425,13
4,2012,8,1638,13
5,2012,8,1833,13
6,2012,8,1800,13
7,2012,8,1888,13
8,2012,8,1750,13
9,2012,8,1400,13
10,2012,8,1486,13
11,2012,8,1667,13
12,2012,8,1617,13
1,2013,8,1500,13
2,2013,8,1500,13
3,2013,8,1600,13
4,2013,8,1600,13
5,2013,8,1475,13
6,2013,8,1600,13
7,2013,8,1566.6,13
8,2013,8,1599.75,13
9,2013,8,2000,13
10,2013,8,2000,13
11,2013,8,2000,13
12,2013,8,2000,13
1,2014,8,2000,13
2,2014,8,2000,13
3,2014,8,2000,13
4,2014,8,2000,13
5,2014,8,2038,13
6,2014,8,2000,13
7,2014,8,1940,13
8,2014,8,2012.5,13
9,2014,8,2000,13
10,2014,8,2000,13
11,2014,8,2000,13
12,2014,8,2000,13
1,2015,8,1400,13
2,2015,8,1700,13
3,2015,8,1700,13
4,2015,8,1600,13
5,2015,8,1950,13
6,2015,8,1867,13
7,2015,8,1875,13
8,2015,8,1400,13
9,2015,8,1475,13
10,2015,8,1500,13
11,2015,8,1933,13
12,2015,8,2500,13
1,2016,8,2125,13
2,2016,8,2000,13
3,2016,8,1850,13
4,2016,8,1800,13
5,2016,8,1500,13
6,2016,8,1850,13
7,2016,8,2375,13
8,2016,8,2500,13
9,2016,8,2500,13
11,2016,8,2650,13
12,2016,8,2658,13
1,2017,8,2500,13
2,2017,8,2500,13
3,2017,8,2500,13
4,2017,8,2950,13
5,2017,8,3100,13
8,2017,8,2167,13
9,2017,8,2300,13
11,2017,8,2167,13
12,2017,8,1867,13
1,2018,8,2200,13
2,2018,8,2000,13
3,2018,8,2000,13
4,2018,8,2200,13
5,2018,8,1800,13
6,2018,8,1900,13
10,2018,8,1567,13
11,2018,8,1533,13
1,2019,8,1375,13
2,2019,8,1567,13
3,2019,8,1800,13
4,2019,8,2000,13
5,2019,8,2500,13
6,2019,8,2550,13
7,2019,8,2425,13
8,2019,8,2400,13
9,2019,8,2000,13
10,2019,8,2666.6667,13
11,2019,8,2537.5,13
12,2019,8,2433.3333,13
1,2015,10,5000,13
2,2015,10,5000,13
3,2015,10,5000,13
4,2015,10,5000,13
5,2015,10,5000,13
6,2015,10,4833,13
7,2015,10,5000,13
8,2015,10,5500,13
9,2015,10,5000,13
10,2015,10,5000,13
11,2015,10,5000,13
12,2015,10,5000,13
1,2016,10,5000,13
2,2016,10,5000,13
3,2016,10,5000,13
4,2016,10,5000,13
5,2016,10,5000,13
6,2016,10,5000,13
7,2016,10,5000,13
8,2016,10,5000,13
9,2016,10,5000,13
11,2016,10,5000,13
12,2016,10,5000,13
1,2017,10,5000,13
2,2017,10,5500,13
3,2017,10,5333,13
4,2017,10,5000,13
5,2017,10,6000,13
8,2017,10,6000,13
9,2017,10,6000,13
11,2017,10,6000,13
12,2017,10,6000,13
1,2018,10,6000,13
2,2018,10,6000,13
3,2018,10,6000,13
4,2018,10,6000,13
5,2018,10,6000,13
6,2018,10,6000,13
10,2018,10,5500,13
11,2018,10,5500,13
1,2019,10,5550,13
2,2019,10,5550,13
3,2019,10,5500,13
4,2019,10,6000,13
5,2019,10,6000,13
6,2019,10,6000,13
7,2019,10,6000,13
8,2019,10,6000,13
9,2019,10,5333.3333,13
10,2019,10,5500,13
11,2019,10,5500,13
12,2019,10,5000,13
1,2011,12,690,13
2,2011,12,570,13
3,2011,12,580,13
4,2011,12,670,13
5,2011,12,910,13
8,2011,12,660,13
9,2011,12,640,13
10,2011,12,640,13
11,2011,12,840,13
12,2011,12,980,13
1,2012,12,990,13
2,2012,12,930,13
3,2012,12,930,13
4,2012,12,990,13
5,2012,12,1000,13
6,2012,12,1020,13
7,2012,12,1000,13
8,2012,12,990,13
9,2012,12,1000,13
10,2012,12,1000,13
11,2012,12,1140,13
12,2012,12,1000,13
1,2013,12,1000,13
2,2013,12,1000,13
3,2013,12,1000,13
4,2013,12,1000,13
5,2013,12,1000,13
6,2013,12,1000,13
7,2013,12,940,13
8,2013,12,900,13
9,2013,12,900,13
10,2013,12,980,13
11,2013,12,1000,13
12,2013,12,1010,13
1,2014,12,930,13
2,2014,12,900,13
3,2014,12,910,13
4,2014,12,880,13
5,2014,12,920,13
6,2014,12,900,13
7,2014,12,930,13
8,2014,12,990,13
9,2014,12,1090,13
10,2014,12,1030,13
11,2014,12,850,13
12,2014,12,1070,13
1,2015,12,1090,13
2,2015,12,1000,13
3,2015,12,890,13
4,2015,12,1120,13
5,2015,12,1250,13
6,2015,12,1030,13
7,2015,12,1030,13
8,2015,12,1150,13
9,2015,12,1130,13
10,2015,12,1020,13
11,2015,12,960,13
12,2015,12,1050,13
1,2016,12,1100,13
2,2016,12,810,13
3,2016,12,825,13
4,2016,12,925,13
5,2016,12,750,13
6,2016,12,775,13
7,2016,12,750,13
10,2016,12,1012.5,13
11,2016,12,912.5,13
12,2016,12,1080,13
1,2017,12,1325,13
2,2017,12,1350,13
3,2017,12,1300,13
4,2017,12,1425,13
5,2017,12,1662.5,13
6,2017,12,1525,13
7,2017,12,1200,13
8,2017,12,1250,13
9,2017,12,1250,13
10,2017,12,1250,13
6,2018,12,1500,13
7,2018,12,1062.5,13
8,2018,12,910,13
9,2018,12,900,13
10,2018,12,983.33,13
11,2018,12,1000,13
1,2011,11,850,13
2,2011,11,650,13
3,2011,11,650,13
4,2011,11,750,13
5,2011,11,950,13
8,2011,11,800,13
9,2011,11,750,13
10,2011,11,750,13
11,2011,11,950,13
12,2011,11,1050,13
1,2012,11,1050,13
2,2012,11,930,13
3,2012,11,1000,13
4,2012,11,1000,13
5,2012,11,1000,13
6,2012,11,1000,13
7,2012,11,1000,13
8,2012,11,1000,13
9,2012,11,1000,13
10,2012,11,1050,13
11,2012,11,1150,13
12,2012,11,1000,13
1,2013,11,1000,13
2,2013,11,1000,13
3,2013,11,1000,13
4,2013,11,1000,13
5,2013,11,1000,13
6,2013,11,1000,13
7,2013,11,1000,13
8,2013,11,1000,13
9,2013,11,1000,13
10,2013,11,1000,13
11,2013,11,1000,13
12,2013,11,1050,13
1,2014,11,1000,13
2,2014,11,1000,13
3,2014,11,1000,13
4,2014,11,1000,13
5,2014,11,1000,13
6,2014,11,1000,13
7,2014,11,1000,13
8,2014,11,1150,13
9,2014,11,1250,13
10,2014,11,1200,13
11,2014,11,950,13
12,2014,11,1200,13
1,2015,11,1300,13
2,2015,11,1150,13
3,2015,11,1000,13
4,2015,11,1350,13
5,2015,11,1400,13
6,2015,11,1150,13
7,2015,11,1150,13
8,2015,11,1300,13
9,2015,11,1300,13
10,2015,11,1200,13
11,2015,11,1100,13
12,2015,11,1200,13
1,2016,11,1150,13
2,2016,11,850,13
3,2016,11,925,13
4,2016,11,1062.5,13
5,2016,11,820,13
6,2016,11,825,13
7,2016,11,850,13
10,2016,11,1200,13
11,2016,11,1100,13
12,2016,11,1280,13
1,2017,11,1500,13
2,2017,11,1500,13
3,2017,11,1400,13
4,2017,11,1625,13
5,2017,11,1912.5,13
6,2017,11,1750,13
7,2017,11,1250,13
8,2017,11,1325,13
9,2017,11,1400,13
10,2017,11,1500,13
6,2018,11,1750,13
7,2018,11,1187.5,13
8,2018,11,1010,13
9,2018,11,1000,13
10,2018,11,1133.33,13
11,2018,11,1200,13
10,2018,1,2125,15
11,2018,1,2050,15
1,2019,1,2350,15
2,2019,1,2750,15
3,2019,1,3000,15
4,2019,1,3066.6667,15
5,2019,1,3866.6667,15
6,2019,1,3066.6667,15
7,2019,1,2800,15
8,2019,1,2933.3333,15
9,2019,1,3022.3333,15
10,2019,1,3000,15
11,2019,1,3075,15
12,2019,1,3266.6667,15
10,2018,14,1100,15
11,2018,14,1000,15
1,2019,14,850,15
2,2019,14,1000,15
3,2019,14,1167,15
4,2019,14,1366.6667,15
5,2019,14,1500,15
6,2019,14,1500,15
7,2019,14,1425,15
8,2019,14,1450,15
9,2019,14,1433.3333,15
10,2019,14,1300,15
11,2019,14,1275,15
12,2019,14,1466.6667,15
10,2018,7,800,15
11,2018,7,688,15
1,2019,7,725,15
2,2019,7,950,15
3,2019,7,1067,15
4,2019,7,1133.3333,15
5,2019,7,1600,15
6,2019,7,1500,15
7,2019,7,1400,15
8,2019,7,1416.6667,15
9,2019,7,1400,15
10,2019,7,1200,15
11,2019,7,1225,15
12,2019,7,1300,15
10,2018,9,2325,15
11,2018,9,2325,15
1,2019,9,2475,15
2,2019,9,1633,15
3,2019,9,1733,15
4,2019,9,1500,15
5,2019,9,1800,15
6,2019,9,1600,15
7,2019,9,1500,15
8,2019,9,1533.3333,15
9,2019,9,1500,15
10,2019,9,2500,15
11,2019,9,2475,15
12,2019,9,1533.3333,15
10,2018,3,1425,15
11,2018,3,1450,15
1,2019,3,1250,15
2,2019,3,1200,15
3,2019,3,1267,15
4,2019,3,1200,15
5,2019,3,1200,15
6,2019,3,1500,15
7,2019,3,1250,15
8,2019,3,1200,15
9,2019,3,1200,15
10,2019,3,1500,15
11,2019,3,1500,15
12,2019,3,1500,15
10,2018,8,1375,15
11,2018,8,1225,15
1,2019,8,1400,15
2,2019,8,1700,15
3,2019,8,1600,15
4,2019,8,2300,15
5,2019,8,2000,15
6,2019,8,2200,15
7,2019,8,2025,15
8,2019,8,2000,15
9,2019,8,1966.6667,15
10,2019,8,2000,15
11,2019,8,1950,15
12,2019,8,1900,15
10,2018,10,5375,15
11,2018,10,5475,15
1,2019,10,5550,15
2,2019,10,5833,15
3,2019,10,5833,15
4,2019,10,6000,15
5,2019,10,5866.6667,15
6,2019,10,6166.6667,15
7,2019,10,6000,15
8,2019,10,6133.3333,15
9,2019,10,5466.6667,15
10,2019,10,6000,15
11,2019,10,6050,15
12,2019,10,5000,15
4,2011,1,2000,16
5,2011,1,2100,16
6,2011,1,2000,16
7,2011,1,1950,16
8,2011,1,2055,16
9,2011,1,2000,16
10,2011,1,1642,16
11,2011,1,1515,16
12,2011,1,1600,16
1,2012,1,1718,16
2,2012,1,1825,16
3,2012,1,1934,16
4,2012,1,2467,16
5,2012,1,2859,16
6,2012,1,2200,16
7,2012,1,2158,16
8,2012,1,2100,16
9,2012,1,2000,16
10,2012,1,1875,16
11,2012,1,1867,16
12,2012,1,2000,16
1,2013,1,1900,16
2,2013,1,1950,16
3,2013,1,2000,16
4,2013,1,2091.75,16
5,2013,1,2276.8,16
6,2013,1,2000,16
7,2013,1,2013.4,16
8,2013,1,2250.25,16
9,2013,1,2533.5,16
10,2013,1,2693,16
11,2013,1,2234,16
12,2013,1,1933,16
1,2014,1,1822,16
2,2014,1,2000,16
3,2014,1,1950,16
4,2014,1,2040,16
5,2014,1,1963,16
6,2014,1,1917,16
7,2014,1,1840,16
8,2014,1,1850,16
10,2014,1,1800,16
1,2015,1,1900,16
2,2015,1,1750,16
3,2015,1,2375,16
4,2015,1,2750,16
5,2015,1,2950,16
6,2015,1,2750,16
7,2015,1,2325,16
8,2015,1,2050,16
9,2015,1,2750,16
10,2015,1,3500,16
11,2015,1,3350,16
1,2016,1,2267,16
2,2016,1,2100,16
3,2016,1,2425,16
4,2016,1,2500,16
5,2016,1,2800,16
6,2016,1,2725,16
7,2016,1,2275,16
8,2016,1,2500,16
9,2016,1,2600,16
10,2016,1,2500,16
11,2016,1,2600,16
12,2016,1,2700,16
1,2017,1,2800,16
2,2017,1,2800,16
3,2017,1,2800,16
4,2017,1,2800,16
5,2017,1,2800,16
6,2017,1,2800,16
7,2017,1,2800,16
8,2017,1,2800,16
9,2017,1,2950,16
11,2017,1,2500,16
1,2018,1,2500,16
2,2018,1,2500,16
3,2018,1,2500,16
4,2018,1,2550,16
5,2018,1,2200,16
6,2018,1,2300,16
10,2018,1,2325,16
11,2018,1,2300,16
12,2018,1,2300,16
1,2019,1,2300,16
2,2019,1,2300,16
3,2019,1,2500,16
4,2019,1,2800,16
5,2019,1,2650,16
6,2019,1,2500,16
7,2019,1,2800,16
8,2019,1,2950,16
9,2019,1,3000,16
10,2019,1,3000,16
11,2019,1,3200,16
12,2019,1,3200,16
4,2011,14,1500,16
5,2011,14,2000,16
6,2011,14,1500,16
7,2011,14,1650,16
8,2011,14,1553,16
9,2011,14,1800,16
10,2011,14,1288,16
11,2011,14,1448,16
12,2011,14,1800,16
1,2012,14,1736,16
2,2012,14,1767,16
3,2012,14,1700,16
